Status,Model Name,File Path,Old Frameworks,New Frameworks
UPDATED,AITeamVN/Vietnamese_Embedding,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/vi_vn_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors"
UPDATED,Alibaba-NLP/gme-Qwen2-VL-2B-Instruct,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/gme_v_models.py,PyTorch,"PyTorch, Sentence Transformers, safetensors, Transformers"
UPDATED,Alibaba-NLP/gme-Qwen2-VL-7B-Instruct,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/gme_v_models.py,PyTorch,"PyTorch, Sentence Transformers, safetensors, Transformers"
UPDATED,Alibaba-NLP/gte-Qwen1.5-7B-instruct,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/gte_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,Alibaba-NLP/gte-Qwen2-1.5B-instruct,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/gte_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,Alibaba-NLP/gte-Qwen2-7B-instruct,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/gte_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,Alibaba-NLP/gte-base-en-v1.5,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/gte_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, ONNX, safetensors"
UPDATED,Alibaba-NLP/gte-modernbert-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/gte_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, ONNX, safetensors"
UPDATED,Alibaba-NLP/gte-multilingual-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/gte_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,ApsaraStackMaaS/EvoQwen2.5-VL-Retriever-3B-v1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/colqwen_models.py,ColPali,"ColPali, safetensors"
UPDATED,ApsaraStackMaaS/EvoQwen2.5-VL-Retriever-7B-v1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/colqwen_models.py,ColPali,"ColPali, safetensors"
UPDATED,BAAI/bge-base-en,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, ONNX, safetensors"
UPDATED,BAAI/bge-base-en-v1.5,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors, Transformers"
UPDATED,BAAI/bge-base-zh,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,BAAI/bge-base-zh-v1.5,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers"
UPDATED,BAAI/bge-en-icl,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,BAAI/bge-large-en,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,BAAI/bge-large-en-v1.5,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors, Transformers"
UPDATED,BAAI/bge-large-zh,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,BAAI/bge-large-zh-v1.5,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers"
UPDATED,BAAI/bge-m3,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX"
UPDATED,BAAI/bge-m3-unsupervised,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,BAAI/bge-multilingual-gemma2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,BAAI/bge-reranker-v2-m3,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/rerankers_custom.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,BAAI/bge-small-en,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,BAAI/bge-small-en-v1.5,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors, Transformers"
UPDATED,BAAI/bge-small-zh,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers"
UPDATED,BAAI/bge-small-zh-v1.5,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bge_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,BMRetriever/BMRetriever-1B,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bmretriever_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,BMRetriever/BMRetriever-2B,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bmretriever_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,BMRetriever/BMRetriever-410M,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bmretriever_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,BMRetriever/BMRetriever-7B,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bmretriever_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,BeastyZ/e5-R-mistral-7b,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/e5_instruct.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,ByteDance/ListConRanker,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/listconranker.py,PyTorch,"PyTorch, Sentence Transformers, safetensors, Transformers"
UPDATED,Classical/Yinka,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, Transformers"
UPDATED,Cohere/Cohere-embed-english-light-v3.0,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/cohere_models.py,API,"API, Transformers"
UPDATED,Cohere/Cohere-embed-english-v3.0,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/cohere_models.py,API,"API, Transformers"
UPDATED,Cohere/Cohere-embed-multilingual-light-v3.0,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/cohere_models.py,API,"API, Transformers"
UPDATED,Cohere/Cohere-embed-multilingual-v3.0,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/cohere_models.py,API,"API, Transformers"
UPDATED,DMetaSoul/Dmeta-embedding-zh-small,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, Transformers, safetensors"
UPDATED,DMetaSoul/sbert-chinese-general-v1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, Transformers"
UPDATED,DeepPavlov/distilrubert-small-cased-conversational,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers"
UPDATED,DeepPavlov/rubert-base-cased,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers"
UPDATED,DeepPavlov/rubert-base-cased-sentence,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers"
UPDATED,FacebookAI/xlm-roberta-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/facebookai.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, ONNX, safetensors"
UPDATED,FacebookAI/xlm-roberta-large,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/facebookai.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, ONNX, safetensors"
UPDATED,Gameselo/STS-multilingual-mpnet-base-v2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,GeoGPT-Research-Project/GeoEmbedding,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/geogpt_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,GreenNode/GreenNode-Embedding-Large-VN-Mixed-V1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/vi_vn_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,GreenNode/GreenNode-Embedding-Large-VN-V1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/vi_vn_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,GritLM/GritLM-7B,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/gritlm_models.py,"GritLM, PyTorch","GritLM, PyTorch, Transformers, safetensors"
UPDATED,GritLM/GritLM-8x7B,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/gritlm_models.py,"GritLM, PyTorch","GritLM, PyTorch, Transformers, safetensors"
UPDATED,HIT-TMG/KaLM-embedding-multilingual-mini-instruct-v1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/kalm_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,HIT-TMG/KaLM-embedding-multilingual-mini-instruct-v1.5,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/kalm_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,HIT-TMG/KaLM-embedding-multilingual-mini-instruct-v2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/kalm_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors, Transformers"
UPDATED,HIT-TMG/KaLM-embedding-multilingual-mini-v1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/kalm_models.py,PyTorch,"PyTorch, Sentence Transformers, safetensors"
UPDATED,Haon-Chen/speed-embedding-7b-instruct,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,HooshvareLab/bert-base-parsbert-uncased,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/fa_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers"
UPDATED,Hum-Works/lodestone-base-4096-v1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,PyTorch,"PyTorch, Sentence Transformers"
UPDATED,IEITYuan/Yuan-embedding-2.0-en,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/yuan_models_en.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,IEITYuan/Yuan-embedding-2.0-zh,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/yuan_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,Jaume/gemma-2b-embeddings,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,KBLab/sentence-bert-swedish-cased,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/kblab.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, GGUF, Transformers"
UPDATED,KFST/XLMRoberta-en-da-sv-nb,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/kfst.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/kalm_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,KennethEnevoldsen/dfm-sentence-encoder-large,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/kennethenevoldsen_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,KennethEnevoldsen/dfm-sentence-encoder-medium,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/kennethenevoldsen_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers"
UPDATED,Kingsoft-LLM/QZhou-Embedding,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/qzhou_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,Kingsoft-LLM/QZhou-Embedding-Zh,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/qzhou_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,Kowshik24/bangla-sentence-transformer-ft-matryoshka-paraphrase-multilingual-mpnet-base-v2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/kowshik24_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,Lajavaness/bilingual-embedding-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors, Transformers"
UPDATED,Lajavaness/bilingual-embedding-large,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors, Transformers"
UPDATED,Lajavaness/bilingual-embedding-small,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors, Transformers"
UPDATED,Linq-AI-Research/Linq-Embed-Mistral,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/linq_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,McGill-NLP/LLM2Vec-Llama-2-7b-chat-hf-mntp-supervised,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/llm2vec_models.py,"LLM2Vec, PyTorch","LLM2Vec, PyTorch, safetensors"
UPDATED,McGill-NLP/LLM2Vec-Llama-2-7b-chat-hf-mntp-unsup-simcse,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/llm2vec_models.py,"LLM2Vec, PyTorch","LLM2Vec, PyTorch, safetensors"
UPDATED,McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-supervised,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/llm2vec_models.py,"LLM2Vec, PyTorch","LLM2Vec, PyTorch, safetensors"
UPDATED,McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-unsup-simcse,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/llm2vec_models.py,"LLM2Vec, PyTorch","LLM2Vec, PyTorch, safetensors"
UPDATED,McGill-NLP/LLM2Vec-Mistral-7B-Instruct-v2-mntp-supervised,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/llm2vec_models.py,"LLM2Vec, PyTorch","LLM2Vec, PyTorch, safetensors"
UPDATED,McGill-NLP/LLM2Vec-Mistral-7B-Instruct-v2-mntp-unsup-simcse,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/llm2vec_models.py,"LLM2Vec, PyTorch","LLM2Vec, PyTorch, safetensors"
UPDATED,McGill-NLP/LLM2Vec-Sheared-LLaMA-mntp-supervised,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/llm2vec_models.py,"LLM2Vec, PyTorch","LLM2Vec, PyTorch, safetensors"
UPDATED,McGill-NLP/LLM2Vec-Sheared-LLaMA-mntp-unsup-simcse,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/llm2vec_models.py,"LLM2Vec, PyTorch","LLM2Vec, PyTorch, safetensors"
UPDATED,Mihaiii/Bulbasaur,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, ONNX, safetensors"
UPDATED,Mihaiii/Ivysaur,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, ONNX, safetensors"
UPDATED,Mihaiii/Squirtle,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, ONNX, safetensors"
UPDATED,Mihaiii/Venusaur,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, ONNX, safetensors"
UPDATED,Mihaiii/Wartortle,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, ONNX, safetensors"
UPDATED,Mihaiii/gte-micro,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, ONNX, safetensors"
UPDATED,Mihaiii/gte-micro-v4,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, ONNX, safetensors"
UPDATED,Mira190/Euler-Legal-Embedding-V1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/euler_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors, Transformers"
UPDATED,MongoDB/mdbr-leaf-ir,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/mdbr_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors, Transformers"
UPDATED,MongoDB/mdbr-leaf-mt,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/mdbr_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors, Transformers"
UPDATED,NbAiLab/nb-bert-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/nbailab.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,NbAiLab/nb-bert-large,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/nbailab.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,NbAiLab/nb-sbert-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/nbailab.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,NeuML/pubmedbert-base-embeddings-100K,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/model2vec_models.py,NumPy,"NumPy, Sentence Transformers, safetensors, Transformers"
UPDATED,NeuML/pubmedbert-base-embeddings-1M,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/model2vec_models.py,NumPy,"NumPy, Sentence Transformers, safetensors, Transformers"
UPDATED,NeuML/pubmedbert-base-embeddings-2M,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/model2vec_models.py,NumPy,"NumPy, Sentence Transformers, safetensors, Transformers"
UPDATED,NeuML/pubmedbert-base-embeddings-500K,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/model2vec_models.py,NumPy,"NumPy, Sentence Transformers, safetensors, Transformers"
UPDATED,NeuML/pubmedbert-base-embeddings-8M,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/model2vec_models.py,NumPy,"NumPy, Sentence Transformers, safetensors, Transformers"
UPDATED,NovaSearch/jasper_en_vision_language_v1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/jasper_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,NovaSearch/stella_en_1.5B_v5,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/stella_models.py,"Sentence Transformers, PyTorch, GritLM","Sentence Transformers, PyTorch, GritLM, ONNX, safetensors, Transformers"
UPDATED,NovaSearch/stella_en_400M_v5,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/stella_models.py,"Sentence Transformers, PyTorch, GritLM","Sentence Transformers, PyTorch, GritLM, safetensors, Transformers"
UPDATED,Omartificial-Intelligence-Space/Arabert-all-nli-triplet-Matryoshka,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors, Transformers"
UPDATED,Omartificial-Intelligence-Space/Arabic-MiniLM-L12-v2-all-nli-triplet,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,Omartificial-Intelligence-Space/Arabic-Triplet-Matryoshka-V2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ara_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
